ID_aux;CODIGO;VIA;PREFERENCIA;PTJE_POND;TIPO_MATRICULA
id_8725587172597;11526;1;1;667,5;1
id_8727587172785;17814;1;5;517,3;1
id_8727587172784;12096;1;1;655,1;1
id_8727587172724;51140;1;1;510,35;1
id_8727587172704;17008;1;1;580,6;1
id_8721587172159;17074;1;1;707,85;1
id_8721587172127;17842;1;1;565,35;1
id_8721587172108;50528;1;1;526,2;1
id_8724587172481;17065;1;1;468,4;1
id_8724587172428;49304;1;1;469,2;1
id_8724587172439;12037;1;1;755,1;1
id_8722587172256;50502;1;1;597,5;1
id_8722587172242;41091;1;3;670,1;1
id_8722587172221;17823;1;1;621,3;1
id_8722587172220;17031;1;2;756,55;1
id_8722587172238;17034;1;1;662,45;1
id_8722587172230;35033;1;1;662,95;1
id_8722587172260;50531;1;2;496,3;1
id_8723587172314;14091;1;1;636,9;1
id_8723587172345;49224;1;2;460,95;1
id_8723587172336;34048;1;1;553,15;1
id_8720587172070;35029;1;1;699,15;1
id_8720587172076;49005;1;4;499,4;1
id_8720587172012;49203;1;1;567,95;1
id_8720587172044;41098;1;1;587,1;1
id_8726587172607;24093;1;1;613,55;1
id_8738587173813;17826;1;1;667,2;1
id_8735587173530;55045;1;3;490,6;1
id_8737587173758;51254;1;2;474,05;1
id_8737587173727;51282;1;1;541,7;1
id_8734587173465;44006;1;1;609,1;1
id_8732587173220;51200;1;1;495,7;1
id_8732587173265;24091;1;2;413,6;1
id_8733587173308;18069;1;1;671,2;1
id_8730587173059;22095;1;3;615,4;1
id_8730587173060;41068;1;1;489;1
id_8736587173692;24065;1;11;517,2;2
id_8736587173678;25067;1;4;568,45;1
id_8736587173634;14005;1;1;584,7;1
id_8708587170804;18072;1;1;520,8;1
id_8709587170957;51240;1;1;522,45;1
id_8709587170954;41164;1;2;742,25;1
id_8709587170950;23065;1;1;485,3;1
id_8709587170947;50835;1;1;565,7;1
id_8709587170921;24046;1;2;511,15;1
id_8709587170932;24040;1;3;542,2;1
id_8709587170962;24089;1;1;478,9;1
id_8705587170576;41096;1;1;455,6;1
id_8705587170566;13087;1;1;702,25;1
id_8704587170499;19047;1;2;721;1
id_8704587170416;14099;1;1;576,3;1
id_8704587170464;22052;1;1;502,4;1
id_8702587170254;18066;1;1;552,4;1
id_8702587170252;23015;1;1;480,9;1
id_8702587170217;55015;1;3;496,2;1
id_8703587170371;41026;1;5;533,9;1
id_8703587170317;24095;1;3;480,05;1
id_8703587170337;18071;1;1;520,9;1
id_8700587170096;50528;1;3;565,2;1
id_8706587170658;24040;1;1;490,75;1
id_8768587176899;17821;1;2;636,4;1
id_8768587176858;27070;1;2;744,1;1
id_8768587176810;49214;1;1;491;1
id_8769587176959;35001;1;2;599,1;1
id_8769587176941;34051;1;1;650,65;1
id_8767587176753;35007;1;1;602,3;1
id_8764587176415;17838;1;1;510,35;1
id_8762587176257;49210;1;2;570,45;1
id_8762587176237;34051;3;1;819,368;1
id_8763587176315;49206;1;2;528,1;1
id_8763587176313;49216;1;1;516,8;1
id_8763587176328;49211;1;1;530,25;1
id_8763587176327;35020;1;1;537,75;1
id_8763587176301;11081;1;2;601,1;1
id_8760587176077;55047;1;1;519,9;1
id_8760587176033;13007;1;3;618,65;1
id_8760587176030;49210;1;2;624,1;1
id_8766587176686;49206;1;1;617,55;1
id_8766587176677;49212;1;1;588,7;1
id_8788587478888;41116;1;4;490,6;1
id_8788587478854;49213;1;2;495,3;1
id_8788587478801;49208;1;2;500,15;1
id_8788587478863;35058;1;1;592,4;1
id_8789587478996;34011;1;1;542,7;1
id_8789587478959;50128;1;5;530,1;1
id_8789587478941;44020;1;2;593,5;1
id_8789587478943;49201;1;1;561,15;1
id_8785587478557;49209;1;2;480,5;1
id_8785587478538;49222;1;1;496,35;1
id_8785587478537;41042;1;4;494,6;1
id_8785587478504;17013;1;4;766,1;1
id_8787587478783;49206;1;1;596,65;1
id_8787587478780;44001;1;2;648,6;1
id_8787587478756;35078;1;1;616,15;1
id_8781587478130;35066;1;1;543,45;1
id_8781587478161;49209;1;3;511,45;1
id_8781587478160;35071;1;1;613,9;1
id_8784587478488;49212;1;1;559,8;1
id_8784587478417;13019;1;1;600,55;1
id_8784587478444;55063;1;1;437,2;1
id_8784587478446;49107;1;1;474,85;1
id_8784587478429;49201;1;2;569,9;1
id_8784587478408;35057;1;1;538,3;1
id_8782587478288;35020;1;1;547,9;1
id_8782587478235;34030;1;1;653,25;1
id_8782587478264;34055;1;5;509;1
id_8783587478358;19080;1;2;544,8;1
id_8783587478317;53310;1;1;730,6;1
id_8783587478314;49203;1;2;531,6;1
id_8783587478325;55037;1;3;548,2;1
id_8780587478059;55037;1;1;531,35;1
id_8780587478043;34023;1;3;706,9;1
id_8780587478060;34079;1;1;604,65;1
id_8786587478669;49205;1;1;598,75;1
id_8798587479879;35057;1;1;604,4;1
id_8798587479863;34019;1;1;581,75;1
id_8799587479988;49211;1;1;535,6;1
id_8799587479998;49213;1;2;486,75;1
id_8799587479999;35041;1;2;579,6;1
id_8799587479994;35073;1;1;572,15;1
id_8799587479974;35005;1;1;755;1
id_8799587479945;35033;1;2;531,05;1
id_8799587479935;49211;1;1;508,3;1
id_8799587479904;35072;1;1;561,45;1
id_8795587479583;35023;1;1;716,55;1
id_8755587475598;50929;1;1;549,65;1
id_8755587475592;11030;1;1;718,2;3
id_8755587475504;41162;1;1;513,4;1
id_8757587475793;50133;1;3;549,9;1
id_8757587475728;55031;1;1;424,2;1
id_8757587475735;18068;1;1;553,4;1
id_8751587475180;14015;1;1;570,4;1
id_8751587475176;23065;1;7;551,9;1
id_8751587475148;11001;1;1;737,1;1
id_8751587475123;55027;1;2;463,3;2
id_8754587475481;13011;1;7;679,5;1
id_8754587475483;44039;1;1;588,8;1
id_8754587475458;45009;1;1;659,3;1
id_8754587475418;55054;1;3;582,5;1
id_8754587475419;18063;1;1;536,5;1
id_8754587475443;49204;1;6;714,8;1
id_8754587475467;13075;1;3;565,25;1
id_8752587475290;41095;1;2;753,5;1
id_8752587475276;15170;1;3;662,9;1
id_8752587475248;24092;1;3;591,3;1
id_8752587475243;18072;1;1;600,5;1
id_8752587475229;20011;1;1;555,9;1
id_8750587475099;49327;1;1;501,95;1
id_8750587475097;37040;1;1;483,1;1
id_8756587475665;30032;1;1;674,65;1
id_8777587477743;38326;1;1;583,05;8
id_8771587477119;30066;1;1;527,2;1
id_8771587477145;37061;1;2;626,95;1
id_8772587477244;39420;1;1;674,45;1
id_8770587477017;37026;1;1;510,6;1
id_8715587471593;49318;1;1;503,65;1
id_8715587471511;49314;1;1;530,2;1
id_8717587471719;49307;1;3;553,65;1
id_8717587471715;49306;1;1;529,55;1
id_8717587471745;49327;1;1;469,8;1
id_8717587471701;30095;1;3;653,45;1
id_8711587471147;49316;1;3;484,4;1
id_8714587471453;30091;1;1;587,8;1
id_8712587471207;37005;1;1;574,3;1
id_8712587471201;37090;1;4;468,8;1
id_8713587471386;37095;1;1;574,95;1
id_8713587471359;16070;1;1;635;1
id_8710587471005;49319;1;1;470,35;1
id_8716587471632;37019;1;1;572,9;1
id_8716587471660;37020;1;1;491,5;1
id_8749587474944;45021;1;4;598,8;1
id_8745587474558;49314;1;1;522,55;1
id_8747587474737;37004;1;4;498,65;1
id_8744587474449;49313;1;1;556,55;1
id_8744587474426;37067;1;2;491,8;1
id_8744587474439;49306;1;3;520,05;1
id_8744587474404;21076;1;4;581,8;1
id_8743587474362;19076;1;2;736,5;1
id_8740587474010;49307;1;4;497,9;1
id_8746587474689;55071;1;2;573,4;1
id_8746587474674;39419;1;2;594,4;1
id_8746587474633;37092;1;1;523,75;1
id_8728587472821;17030;1;2;682,8;1
id_8729587472969;49313;1;4;492,6;1
id_8725587472535;37022;1;1;546,4;1
id_8727587472786;49304;1;1;466,4;1
id_8727587472797;55019;1;1;451,8;1
id_8727587472742;37040;1;1;658,4;1
id_8721587472114;55071;1;2;374,6;1
id_8721587472125;30075;1;1;535,2;1
id_8721587472163;30007;1;1;535,95;1
id_8724587472484;30056;1;1;526,9;1
id_8724587472458;39415;1;2;701,7;1
id_8722587472296;37004;1;2;492,6;1
id_8722587472250;39414;1;1;668,3;1
id_8723587472369;30068;1;2;550,9;1
id_8720587472088;30085;1;1;523,9;1
id_8720587472079;22023;1;1;560,4;1
id_8720587472011;32120;1;1;566,3;1
id_8720587472016;49316;1;2;471,15;1
id_8726587472697;39410;1;3;595,2;1
id_8726587472627;39411;1;1;735,6;1
id_8726587472609;49307;1;1;518,6;1
id_8738587473866;49330;1;5;487,4;1
id_8739587473973;30002;1;1;597,05;1
id_8739587473936;49313;1;6;486,4;1
id_8737587473747;49319;1;2;499,2;1
id_8737587473738;50530;1;1;481,9;1
id_8737587473732;49307;1;1;549,95;1
id_8737587473760;37014;1;2;572,2;1
id_8731587473140;30047;1;1;707,6;1
id_8731587473121;55064;1;11;505,3;2
id_8731587473160;49223;1;1;498,7;1
id_8734587473482;30064;1;1;646,1;1
id_8734587473486;49313;1;1;484,85;1
id_8734587473492;30000;1;1;579,9;1
id_8734587473479;49112;1;1;466,3;8
id_8734587473444;37014;1;1;640,9;1
id_8732587473272;25052;1;2;559,55;1
id_8732587473241;37095;1;1;541,35;1
id_8730587473079;50225;1;1;727,5;1
id_8730587473003;29071;1;1;570,95;1
id_8736587473650;29073;1;1;720,35;1
id_8736587473646;13044;1;1;521,5;1
id_8705587470545;41091;1;1;521;1
id_8701587470146;14004;1;1;574,95;1
id_8701587470134;41076;1;1;604,9;1
id_8701587470168;33053;1;4;731,45;1
id_8704587470455;26029;1;2;584;1
id_8702587470248;41076;1;1;542,1;1
id_8702587470222;11070;1;1;660,9;1
id_8702587470235;14030;1;1;663,9;1
id_8702587470207;41063;1;1;508,45;1
id_8703587470382;17813;1;2;483,65;1
id_8703587470307;14081;1;1;668;1
id_8706587470684;41078;1;1;590,7;1
id_8768587476855;12033;1;1;802,2;1
id_8768587476863;19022;1;1;544,1;1
id_8765587476594;14092;1;1;641,4;1
id_8767587476788;19027;1;1;564,4;1
id_8767587476781;38166;1;2;555,3;1
id_8767587476783;26055;1;1;500,4;1
id_8767587476726;14004;1;1;540,05;1
id_8767587476709;14072;1;1;508,7;1
id_8764587476411;14015;1;2;573;1
id_8764587476403;14003;1;1;508;1
id_8762587476234;19030;1;1;650,25;1
id_8763587476389;19080;1;1;757,2;1
id_8760587476078;41089;1;1;593,2;1
id_8760587476011;42001;1;2;659,7;1
id_8766587476684;14091;1;1;598,8;1
id_8766587476600;26071;1;2;536,5;1
id_8789587278964;55065;1;1;450,9;1
id_8785587278554;41071;1;2;491,1;1
id_8781587278154;26303;1;2;528,1;1
id_8781587278105;26082;1;1;496,6;1
id_8784587278499;41165;1;3;479,4;2
id_8784587278470;26052;1;6;529,6;1
id_8784587278435;19041;1;3;689,9;1
id_8784587278408;41099;1;4;676,3;1
id_8783587278397;12039;1;1;757,9;1
id_8780587278090;15171;1;1;632,5;1
id_8780587278073;41076;1;2;567,5;1
id_8786587278699;19086;1;1;551,3;1
id_8798587279814;19041;1;1;653,9;1
id_8799587279941;22007;1;1;543,9;1
id_8799587279946;14016;1;1;645,7;1
id_8799587279927;26084;1;2;651,2;1
id_8799587279907;14069;1;1;553,2;1
id_8799587279967;19085;1;3;581,8;1
id_8795587279572;14003;1;1;518,1;1
id_8795587279544;14016;1;1;573,1;1
id_8797587279723;12011;1;1;727,15;1
id_8791587279156;14032;1;1;542,35;1
id_8791587279138;41004;1;3;693,35;1
id_8792587279271;36065;1;1;637,1;1
id_8796587279695;13101;1;1;557,6;1
id_8796587279640;50131;1;1;501,5;1
id_8796587279646;44028;1;1;531,2;1
id_8796587279627;36057;1;1;740,8;1
id_8758587275805;50106;1;3;472,2;1
id_8759587275992;36052;1;1;558,7;1
id_8759587275939;36063;1;1;475,6;1
id_8759587275964;50129;1;2;580,55;1
id_8755587275570;13025;1;1;552,25;1
id_8755587275513;41167;1;1;484,7;1
id_8755587275536;40040;1;3;604,1;1
id_8755587275567;13004;1;2;573,05;1
id_8757587275797;55032;1;2;492,85;1
id_8757587275790;13028;1;1;594,45;1
id_8757587275774;41104;1;1;573,7;1
id_8757587275730;13056;1;3;614;1
id_8751587275184;50101;1;1;525,15;1
id_8751587275144;36058;1;5;498,85;1
id_8752587275253;12070;1;1;654,9;1
id_8753587275399;49103;1;1;533,25;1
id_8778587277843;29059;1;1;634;1
id_8778587277827;41107;1;1;496,4;1
id_8779587277950;29072;1;1;518;1
id_8779587277947;29082;1;3;578,05;1
id_8771587277119;29076;1;1;566,9;1
id_8771587277114;29086;1;1;682,8;1
id_8771587277147;29078;1;1;540,45;1
id_8774587277469;49209;1;1;571,55;1
id_8772587277258;23069;1;5;490,1;1
id_8770587277035;29071;1;1;588,45;1
id_8776587277676;13030;1;1;541,75;1
id_8776587277625;44035;1;3;540,3;1
id_8719587271970;13104;1;2;623,3;1
id_8719587271969;16070;1;1;631,15;1
id_8715587271526;13007;1;1;602,9;1
id_8717587271761;29026;1;3;582,4;1
id_8711587271146;55039;1;3;545,5;1
id_8714587271482;13026;1;2;579,1;1
id_8714587271449;13078;1;2;574,8;1
id_8712587271297;11068;1;2;674,2;1
id_8712587271266;49301;1;1;570,1;1
id_8710587271006;13014;1;1;616,15;1
id_8748587274863;16057;1;2;698,8;1
id_8749587274998;50121;1;3;628,75;1
id_8749587274996;49304;1;1;497,4;1
id_8749587274958;13025;1;1;571,6;1
id_8749587274959;29049;1;1;549,65;1
id_8749587274970;39113;1;1;523,4;1
id_8749587274948;41125;1;1;525,8;1
id_8749587274931;30033;1;2;655,8;1
id_8749587274933;50101;1;1;484,75;1
id_8749587274968;13019;1;1;598;1
id_8745587274583;13028;1;1;607,95;1
id_8745587274591;50126;1;7;501,2;1
id_8745587274557;13040;1;2;585,45;1
id_8745587274527;36056;1;1;673,95;1
id_8747587274777;55074;1;11;476,9;2
id_8747587274724;49301;1;4;547,25;1
id_8741587274153;55043;1;2;493,1;1
id_8742587274236;39118;1;4;741,3;1
id_8740587274090;55081;1;2;459,5;1
id_8740587274064;41004;1;1;451,75;1
id_8746587274678;49319;1;8;483,25;1
id_8746587274619;37040;1;1;614,9;1
id_8728587272881;37092;1;1;518,6;1
id_8729587272995;37061;1;1;720,6;1
id_8729587272977;23068;1;1;515,7;1
id_8725587272528;49328;1;1;489,4;1
id_8727587272790;49308;1;1;513,5;1
id_8727587272733;49318;1;1;504,1;1
id_8727587272705;30023;1;3;609,15;1
id_8721587272187;30068;1;2;534,9;1
id_8721587272184;17082;1;1;619,5;1
id_8721587272180;49302;1;1;496,15;1
id_8721587272132;39411;1;2;732,8;1
id_8724587272482;30085;1;2;514,9;2
id_8724587272498;37029;1;1;487,9;1
id_8724587272449;50232;1;1;503,4;1
id_8722587272239;39410;1;1;652,7;1
id_8722587272235;39423;1;1;547,85;1
id_8723587272383;44037;1;1;524,4;1
id_8723587272394;55043;1;1;464,2;1
id_8723587272321;37050;1;1;671,4;1
id_8723587272307;41068;1;1;534,6;1
id_8720587272058;39411;1;4;735,8;1
id_8720587272028;37005;1;1;518,6;1
id_8720587272023;37022;1;1;547,6;1
id_8720587272002;30077;1;1;521,05;1
id_8726587272679;43001;1;4;738,9;1
id_8738587273893;49311;1;1;511,05;1
id_8738587273876;37090;1;1;475,85;1
id_8738587273805;30091;1;1;567,8;1
id_8738587273807;43002;1;2;642,9;1
id_8739587273987;49318;1;2;483,85;1
id_8739587273986;39414;1;2;671,8;1
id_8739587273929;49313;1;4;498,35;1
id_8739587273901;37013;1;3;480,4;1
id_8735587273514;41013;1;1;467;1
id_8735587273510;17004;1;1;570,7;1
id_8735587273547;39423;1;1;623,15;1
id_8735587273542;55103;1;1;470,85;1
id_8735587273562;39421;1;2;496,6;1
id_8737587273781;30032;1;3;700,95;1
id_8737587273702;11005;1;1;707,95;1
id_8731587273187;39412;1;2;707,9;1
id_8731587273145;11042;1;2;712,7;1
id_8731587273125;37095;1;2;645,15;2
id_8731587273133;39421;1;4;520;1
id_8734587273425;49316;1;11;459,15;2
id_8734587273427;49310;1;1;578,85;1
id_8732587273284;39413;1;7;525,4;1
id_8732587273278;55064;1;1;405,4;1
id_8732587273249;39422;1;1;678,1;1
id_8732587273243;39411;1;1;730,6;1
id_8732587273223;49314;1;2;588,3;1
id_8732587273206;49316;1;1;496;1
id_8733587273387;39411;1;1;734,7;1
id_8733587273393;41086;1;1;539,1;1
id_8733587273360;47131;1;1;503,3;1
id_8736587273691;47131;1;1;581,55;1
id_8708587270823;47301;1;3;610,2;1
id_8708587270800;47005;1;3;536,8;1
id_8707587270789;45001;1;11;550,35;2
id_8701587270194;14006;1;1;635,65;1
id_8700587270092;47006;1;1;550,25;1
id_8706587270685;14001;1;1;538;1
id_8769587276929;19085;1;2;531,3;1
id_8761587276165;47004;1;1;501,3;1
id_8762587276263;37069;1;3;655,6;1
id_8760587276060;39133;1;7;536,35;1
id_8766587276627;47201;1;1;588,15;1
id_8785587378585;30076;1;1;502,5;1
id_8785587378532;49216;1;1;513,6;1
id_8781587378197;34060;1;1;676,95;1
id_8781587378101;47301;1;1;589,9;1
id_8783587378351;49106;1;1;486,35;1
id_8783587378320;42002;1;1;677,8;1
id_8780587378097;49002;1;3;550,5;1
id_8780587378022;49102;1;11;491,65;2
id_8798587379832;47201;1;1;553,5;1
id_8799587379973;26096;1;1;458,9;1
id_8797587379771;40030;1;8;575,7;2
id_8791587379133;47004;1;1;517,5;1
id_8794587379499;49211;1;2;513,85;1
id_8794587379441;26071;1;6;513,1;1
id_8792587379297;37040;1;4;488,65;1
id_8792587379253;16097;1;1;615;1
id_8793587379369;49108;1;4;494,85;1
id_8790587379075;14063;1;1;657,95;1
id_8790587379013;11003;1;2;661,48;1
id_8796587379696;41057;1;1;487;1
id_8758587375869;47301;1;1;618;1
id_8759587375980;34030;1;10;573,2;1
id_8755587375575;17807;1;7;599,9;2
id_8755587375567;26007;1;1;548,8;1
id_8757587375704;47006;1;1;507,35;1
id_8757587375769;47131;1;2;505,5;1
id_8757587375762;47431;1;1;611,7;1
id_8754587375452;47301;1;3;684,4;1
id_8754587375479;16106;1;2;625;1
id_8754587375475;50112;1;1;481,75;1
id_8754587375460;47007;1;1;589,3;1
id_8752587375283;47301;1;1;620,2;1
id_8752587375276;47201;1;1;576,75;1
id_8753587375350;47302;1;1;731,5;1
id_8753587375314;38004;1;3;628,05;1
id_8778587377854;37005;1;1;515,15;1
id_8778587377849;37001;1;1;567,6;1
id_8779587377900;29028;1;6;587,9;1
id_8775587377578;29059;1;1;600,2;1
id_8775587377529;38171;1;7;678,8;1
id_8777587377771;14030;1;2;676,8;1
id_8777587377746;13071;1;1;590;1
id_8774587377499;29051;1;3;512,45;1
id_8772587377230;17836;1;1;536,3;1
id_8770587377090;29063;1;1;546,9;1
id_8776587377670;29057;1;1;721,5;1
id_8718587371888;13029;1;6;617,3;1
id_8718587371813;41004;1;1;510;1
id_8715587371552;13006;1;2;556,45;1
id_8715587371523;29057;1;1;581;1
id_8717587371787;50126;1;7;545,7;2
id_8717587371748;34041;1;2;646,2;1
id_8714587371490;13007;1;1;645,55;1
id_8714587371475;13029;1;5;652,8;1
id_8714587371464;29054;1;1;553;1
id_8712587371285;49209;1;1;482,5;1
id_8712587371200;50130;1;2;677,4;1
id_8713587371315;29051;1;11;506,75;2
id_8710587371074;47006;1;1;533,1;1
id_8710587371000;13083;1;1;667,35;1
id_8716587371681;29055;1;1;508,25;1
id_8716587371637;29068;1;2;530,9;1
id_8716587371661;50221;1;3;559,7;1
id_8748587374811;29054;1;1;565,8;1
id_8749587374914;36011;1;1;583,8;1
id_8749587374943;50131;1;1;531,7;1
id_8749587374904;50119;1;1;640,2;1
id_8749587374902;29059;1;1;564,45;1
id_8745587374547;29066;1;1;541,4;1
id_8745587374565;19080;1;1;567,8;1
id_8747587374747;29086;1;2;487,1;1
id_8747587374764;29071;1;1;496,1;1
id_8747587374763;29055;1;2;585,1;1
id_8747587374760;29082;1;1;532,95;1
id_8741587374176;49012;1;1;555,5;1
id_8741587374116;29051;1;11;568,85;2
id_8741587374162;13030;1;1;575,05;1
id_8744587374485;36001;1;2;637,55;1
id_8742587374282;29078;1;2;665,1;1
id_8742587374209;41167;1;1;552,9;1
id_8743587374357;29071;1;1;556,2;1
id_8743587374319;29071;1;1;515,8;1
id_8740587374002;29054;1;1;542,3;1
id_8746587374677;29059;1;1;718,75;1
id_8746587374646;13081;1;1;749,35;1
id_8728587372871;13007;3;1;805,672;1
id_8728587372814;13103;1;2;600,1;1
id_8728587372841;50109;1;1;512,2;1
id_8729587372929;40030;1;1;551,25;1
id_8727587372798;13025;1;2;619,95;1
id_8721587372139;41071;1;1;529;1
id_8722587372288;35056;1;1;580,2;1
id_8722587372239;34038;1;1;653,4;1
id_8722587372208;44005;1;1;671,3;1
id_8722587372203;35076;1;1;573,1;1
id_8723587372384;35023;1;1;699,85;1
id_8723587372312;49206;1;2;530,8;1
id_8723587372335;49212;1;1;598,5;1
id_8720587372039;37046;1;1;537,6;1
id_8720587372007;38015;1;2;568,45;2
id_8720587372067;39414;1;2;634,4;1
id_8726587372658;37090;1;1;507,15;1
id_8738587373813;49014;1;2;572,3;1
id_8735587373513;53309;1;2;528,8;1
id_8732587373283;49101;1;3;589,3;1
id_8733587373342;50928;1;3;519,8;1
id_8733587373322;38005;1;4;669,5;1
id_8736587373602;53310;1;2;740,7;1
id_8708587370821;53403;1;1;577,9;1
id_8709587370952;49004;1;1;724,3;1
id_8705587370562;45024;1;1;539,1;1
id_8707587370729;53102;1;2;480,4;1
id_8701587370123;41164;1;3;738,25;1
id_8703587370340;50126;1;11;510,1;2
id_8700587370080;55017;1;1;562,7;1
id_8700587370095;36010;1;1;586,75;1
id_8700587370076;13067;1;1;665,75;1
id_8700587370024;41197;1;1;476,8;1
id_8700587370026;13108;1;1;674,4;1
id_8700587370000;13025;1;1;586,8;1
id_8700587370063;44037;1;1;526,6;1
id_8706587370699;50121;1;3;634;1
id_8706587370619;36010;1;1;538,75;1
id_8706587370613;29080;1;1;500,3;1
id_8706587370631;50133;1;2;609,4;1
id_8768587376814;13048;1;1;712,3;1
id_8768587376846;50128;1;1;578,6;1
id_8768587376827;29021;1;1;598,7;1
id_8768587376824;36056;1;2;611,95;1
id_8769587376958;13019;1;2;632,3;1
id_8765587376594;38083;1;1;592,6;1
id_8765587376578;13082;1;1;616,35;1
id_8765587376537;53402;1;5;484,85;1
id_8761587376177;49108;1;1;489,4;1
id_8766587376693;41059;1;1;527,5;1
id_8788587078877;19094;1;3;608,5;1
id_8787587078794;17086;1;2;608,25;1
id_8787587078732;21012;1;1;568;1
id_8784587078473;50810;1;1;511,7;1
id_8784587078444;49104;1;3;547,45;1
id_8784587078430;50930;1;1;591,7;1
id_8784587078462;49107;1;1;522,9;1
id_8783587078353;46104;1;4;496,7;8
id_8783587078330;55041;1;1;492,5;1
id_8783587078305;41026;1;1;498,8;1
id_8798587079828;21073;1;1;471,5;1
id_8797587079728;49113;1;1;505,15;1
id_8791587079115;55008;1;2;563,7;1
id_8794587079498;15562;1;3;518,3;1
id_8794587079403;55017;1;1;558,1;1
id_8792587079271;35005;1;3;752,9;1
id_8790587079023;49005;1;1;594,8;1
id_8796587079650;16060;1;3;720,15;1
id_8796587079633;12014;1;1;745,6;1
id_8758587075818;49023;1;1;484,05;1
id_8758587075816;49014;1;3;559,6;1
id_8755587075570;16051;1;1;685,6;1
id_8755587075518;17833;1;1;508,4;1
id_8755587075567;21024;1;1;467,9;1
id_8757587075769;14015;1;1;610,6;1
id_8751587075175;45024;1;2;606,85;1
id_8754587075439;12027;1;2;712,75;1
id_8754587075434;38032;1;2;607,2;1
id_8752587075240;19028;1;1;696,36;1
id_8752587075246;20050;3;1;741,258;1
id_8750587075079;16084;1;7;510,3;1
id_8750587075025;49105;1;3;501,25;1
id_8750587075027;50928;1;1;516,6;1
id_8756587075688;40001;1;2;529,95;1
id_8756587075655;41009;1;7;474,2;1
id_8778587077898;41045;1;1;567,2;1
id_8778587077877;14064;1;2;614,4;1
id_8778587077876;16091;1;3;783,3;1
id_8778587077811;11090;1;1;694,6;1
id_8778587077834;42003;1;2;618,5;1
id_8775587077559;21089;1;1;517;1
id_8775587077552;50925;1;1;767,6;1
id_8775587077510;41031;1;3;543,7;1
id_8775587077527;45005;1;1;591,8;1
id_8775587077534;25041;1;1;646,4;1
id_8775587077530;16046;1;1;638,2;1
id_8775587077505;19020;1;1;560,8;1
id_8777587077758;39117;1;2;614,2;1
id_8777587077754;39110;1;1;579,55;1
id_8777587077713;14095;1;2;606,7;1
id_8777587077744;11080;1;3;700,4;1
id_8777587077740;38009;1;3;565;1
id_8777587077709;34020;1;3;761,3;1
id_8771587077194;55038;1;1;510,4;1
id_8774587077479;34039;1;1;542,65;1
id_8774587077411;11078;1;2;674,05;1
id_8774587077410;45009;1;1;581,5;1
id_8774587077469;38015;1;5;536,9;2
id_8772587077279;37095;1;1;584,2;1
id_8772587077214;54301;1;6;450,6;1
id_8772587077260;16013;1;1;561;1
id_8773587077380;15330;1;5;683,5;1
id_8773587077346;41111;1;2;560,8;1
id_8773587077322;55020;1;3;571,9;1
id_8770587077099;55004;1;1;519,3;1
id_8770587077096;38004;1;2;623,55;1
id_8770587077019;50808;1;1;466,9;1
id_8770587077045;25061;1;2;497,5;1
id_8770587077007;43024;1;9;692;1
id_8770587077000;44020;1;2;637,1;1
id_8718587071884;25025;1;1;540,6;1
id_8718587071849;25041;1;2;635;1
id_8718587071803;18054;1;2;570,6;1
id_8718587071860;25041;1;1;621,6;1
id_8719587071983;25033;1;1;659,2;1
id_8719587071967;26084;1;1;595,8;1
id_8715587071552;19020;1;2;552,7;1
id_8717587071745;19024;1;1;579,24;1
id_8717587071702;55072;1;7;453,5;1
id_8714587071433;49204;1;1;715,2;1
id_8712587071204;44032;1;11;526,8;2
id_8713587071352;36058;1;1;500;1
id_8713587071304;29005;1;1;495,65;1
id_8710587071082;23068;1;1;568,7;1
id_8710587071086;13089;1;1;567,8;1
id_8716587071611;13104;1;5;608;1
id_8748587074803;32028;1;1;562,9;1
id_8749587074931;55018;1;2;477,2;1
id_8745587074589;55078;1;1;532,5;1
id_8745587074565;17085;1;1;552,7;1
id_8747587074780;50233;1;1;461,7;1
id_8747587074798;50228;1;6;557,7;2
id_8741587074164;32042;1;1;514,9;1
id_8744587074471;17823;1;1;527,5;1
id_8744587074408;50130;1;5;594,3;1
id_8742587074260;17033;1;1;670,95;1
id_8740587074090;17028;1;1;670,45;1
id_8740587074059;17084;1;1;529,9;1
id_8740587074016;17838;1;1;606,3;1
id_8740587074029;37090;1;2;458,85;1
id_8740587074023;50232;1;1;541,3;1
id_8746587074681;17036;1;1;492,5;1
id_8746587074649;12034;1;1;674,45;1
id_8746587074642;50233;1;3;513,6;1
id_8746587074608;32133;1;1;500;1
id_8729587072971;22055;1;2;532,2;1
id_8725587072547;13086;1;1;795,65;1
id_8725587072538;36064;1;1;670,05;1
id_8727587072717;29030;1;1;662,5;1
id_8721587072197;13057;1;1;627,9;1
id_8721587072147;13071;1;1;653,05;1
id_8721587072135;13039;1;1;688,85;1
id_8724587072495;29019;1;5;596,2;1
id_8722587072278;49309;1;1;521,65;1
id_8720587072054;49317;1;1;544,7;1
id_8720587072065;49316;1;1;497,3;1
id_8720587072062;49313;1;1;488,45;1
id_8726587072618;55064;1;2;494,1;1
id_8739587073990;45036;1;1;565,05;1
id_8739587073922;13074;1;2;653,75;1
id_8739587073937;30070;1;1;570,6;1
id_8735587073530;50928;1;2;574,7;1
id_8735587073509;38080;1;2;562,1;1
id_8734587073411;52175;1;1;580,55;1
id_8734587073431;30055;1;1;570,1;1
id_8732587073283;46108;1;4;600,4;8
